394,"Call of Duty: Black Ops 4",Zolotaxe,2019,"Hidden object",18,35562
395,"Call of Duty: Black Ops II",Gardalabar,2038,"Rail shooter",6,67185
396,"Call of Duty: Black Ops III",Ironbreaker,2021,"Statistical sport",6,56316
397,"Call of Duty: Black Ops: Declassified",Zolosho,2034,"Visual novel",14,58054
398,"Call of Duty: Finest Hour",Corius,2024,"Business",0,1891
399,"Call of Duty: Ghosts",Lightfire,2047,"Novel",6,2277
400,"Call of Duty: Infinite Warfare",Magewarden,2016,"Platformer 3D",18,58628
401,"Call of Duty: Mobile",Celmeena,2058,"Zen",0,69175
402,"Call of Duty: Modern Warfare (   2019)",Brazil,2063,"Shoot'em up",0,37110
403,"Call of Duty: Modern Warfare 2",Dagdawield,2095,"Competitive",6,89281
404,"Call of Duty: Modern Warfare 2: Force Recon",Balladomeena,2039,"Role-playing",12,71888
405,"Call of Duty: Modern Warfare 3",Runefire,2113,"Vehicular combat",18,2750
406,"Call of Duty: Modern Warfare 3: Defiance",Kathridred,2103,"Driving",14,28873
407,"Call of Duty: Modern Warfare: Mobilized",Tuhn,2042,"Zen",12,71553
408,"Call of Duty: Roads to Victory",Voodoolkis,2005,"Grand strategy wargame",12,26866
409,"Call of Duty: Strike Team",Sinfire,2070,"Rail shooter",14,140
410,"Call of Duty: United Offensive",Beazetus,2039,"Metroidvania",14,76708
411,"Call of Duty: Warzone",Viran,2079,"Maze",18,98566
412,"Call of Duty: World at War",Buridred,2094,"Turn-based strategy",18,50307
413,"Call of Duty: World at War – Final Fronts",Tygrarana,2088,"Turn-based strategy",14,95252
414,"Call of Duty: World at War – Zombies",Bo,2101,"Cardgame",0,83897
415,"Call of Duty: WWII",Doomstaff,2103,"Programming game",12,35467
416,"Call of Juarez",Chillwind,2013,"Real-time 2D adventure",12,14512
417,"Call of Juarez: Bound in Blood",Ballath,2049,"Text adventure",6,26397
418,"Call of Juarez: Gunslinger",Ironmaster,2026,"Match 3",21,26264
419,"Call of Juarez: The Cartel",Zulkigul,2001,"Artipicial Life game",12,71516
420,"Call to Power II",Kathridred,2028,"JRPG",0,17206
421,"Calling  ",Kim,2021,"Spy",0,52487
422,"Campfire Cooking",Malajurus,2093,"Simulation sport",12,72691
423,"Candleman",Felhardana,2018,"Vehicular combat",18,92703
424,"Candy Crush Saga",Ballath,2013,"OldSchool Action",21,84047
425,"Cannon Fodder",Whispermane,2072,"Life Sim",18,15763
426,"Cannon Spike",Doomterror,2074,"Co-op",21,28730
427,"Cannon Strike",Thorgalv,2077,"Hentai",12,30307
428,"Capitalism II",Gataxe,2036,"MMORPG",6,88392
429,"Captain America and the Avengers",Yozshutaur,2111,"Global Wargame",14,14197
430,"Captain America: Super Soldier",Dalanara,2077,"Zen",6,60990
431,"Captain Earth",Tenos,2080,"Pinball",14,40933
432,"Captain Skyhawk",Kikree,2052,"Death Racing",18,25912
433,"Car & Driver Presents: Grand Tour Racing ’98",Viran,2062,"JRPG",0,56559
434,"Cardinal SYN",Kim,2078,"Open RPG",21,35339
435,"Carmageddon",Zolotaxe,2029,"OldSchool Action",12,13324
436,"Carmageddon II: Carpocalypse Now",Melar,2028,"Simulation racer",14,20216
437,"Carmageddon TDR2000",Malolak,2064,"Artillery game",12,89720
438,"Carmageddon: Reincarnation",Perdred,2056,"Electronic sports",0,81715
439,"Carom3D",Mavemeena,2093,"Choices",21,13465
440,"Carrier Command: Gaea Mission",Ishnri,2076,"Statistical sport",0,72808
441,"Carriers at War",Bludfont,2114,"Light gun",18,45532
442,"Carriers at War (2007)",Dalanara,2019,"Multiplayer online battle arena",21,63547
443,"Carriers at War 1941–1945.",Ygglanim,2090,"Death Racing",14,37938
444,"Carriers at War II",Drelarus,2062,"Construction",0,19226
445,"Carrion  ",Ghobor,2118,"Platformer 2D",18,65591
446,"Cars 2: The Video Game",Tygrarana,2107,"Simulator",21,70707
447,"Cars 3: Driven to Win",Kathridred,2043,"Stealth-Action",12,54495
448,"Cars Mater-National Championship",Ishnri,2095,"Match 3",6,60095
449,"Castle Crashers",Lairdana,2083,"Sim Strategy",6,41895
450,"Castle of Illusion Starring Mickey Mouse (   1990)",Ballasida,2032,"Interactive fiction",18,1461
451,"Castle of Illusion Starring Mickey Mouse (   2013)",Drelalis,2059,"Intellectual game",14,79898
452,"Castle of Magic",Opiril,2081,"Trivia game",14,57493
453,"Castle Strike",Daginn,2108,"Sport",18,55909
454,"Castle Wolfenstein",Snowworker,2114,"Simulation racer",12,85512
455,"Castlevania  ",Corius,2120,"Competitive",12,11184
456,"Castlevania Chronicles",Mudi,2023,"Third-person shooter",0,17429
457,"Castlevania II: Simon’s Quest",Spellterror,2041,"Text adventure",6,71030
458,"Castlevania III: Dracula’s Curse",Kazishakar,2114,"Simulation racer",0,34638
459,"Castlevania Judgment",Nikorr,2044,"Open Action",0,84978
460,"Castlevania Legends",Gagas,2079,"Hero",0,71413
461,"Castlevania Puzzle: Encore of the Night",Dawnwing,2084,"Browser-based",21,22810
462,"Castlevania: The Adventure",Malagar,2100,"Technical Combat",14,97306
463,"Castlevania: Aria of Sorrow",Morin,2101,"Education",6,21865
464,"Castlevania: Bloodlines",Anamath,2049,"Music game",18,65598
465,"Castlevania: Circle of the Moon",Dagdador,2084,"Espionage",12,76785
466,"Castlevania: Dawn of Sorrow",Tabei,2084,"Extreme sport",14,1041
467,"Castlevania: Harmony of Despair",Siranius,2022,"Trivia game",12,76723
468,"Castlevania: Harmony of Dissonance",Kelenin,2057,"Survival horror",0,5036
469,"Castlevania: Lament of Innocence",Stonecrusher,2105,"Singlplayer",12,18758
470,"Castlevania: Lords of Shadow",Ironmaster,2045,"Party game",12,63608
471,"Castlevania: Lords of Shadow — Mirror of Fate",Dianadar,2060,"RTS",0,43345
472,"Castlevania: Lords of Shadow 2",Kelenin,2102,"MOBA",21,25127
473,"Castlevania: Order of Ecclesia",Cenius,2029,"Sim Strategy",0,91356
474,"Castlevania: Order of Shadows",Felhardana,2078,"Arcade",12,99526
475,"Castlevania: Portrait of Ruin",Shalilmeena,2014,"Zen",14,15047
476,"Castlevania: Rondo of Blood",Ironbreaker,2061,"Strategy RPG",6,6101
477,"Castlevania: Symphony of the Night",Monadar,2101,"Indie game",0,42339
478,"Castlevania: The Adventure ReBirth",Opiril,2064,"Point & click adventure",14,20025
479,"Castlevania: The Arcade",Matus,2068,"Vehicle simulation",12,42236
480,"Castlevania II: Belmonts Revenge",Goltishicage,2061,"Simulation sport",0,61117
481,"Casus Belli  ",Alsariel,2087,"Massively multiplayer",0,52483
482,"The Cat Lady",Magewarden,2098,"Metroidvania",0,97471
483,"Cataclysm: Dark Days Ahead",Fegor,2032,"Run and gun",14,13823
484,"Catacomb 3-D",Daimuro,2028,"Self improvment games",21,68869
485,"Catherine  ",Tenos,2029,"Management simulation",18,80085
486,"Caucasus: Nanatsuki no Nie",Shaktiran,2066,"Board game",6,77693
487,"Cauldron  ",Tagore,2054,"Competitive",21,44911
488,"The Cave",Mavejurus,2104,"Indie game",6,6750
489,"Cave Story",Ballath,2028,"Life Sim",18,37149
490,"Ceebot",Lairdana,2116,"First-Person",6,10828
491,"Celeste  ",Mezirn,2004,"Virtual pet",12,72636
492,"CellFactor: Combat Training",Nikorisar,2084,"Roguelike",21,46039
493,"CellFactor: Revolution",Gardalabar,2101,"Global Strategy",0,11765
494,"Centipede",Ygglanim,2099,"Shooter",6,80296
495,"Centurion: Defender of Rome",Ironmaster,2087,"Statistical sport",0,45946
496,"Ceville",Bludskin,2120,"Open world",18,5373
497,"Challenge of the Ancient Empires",Doomsong,2081,"Crawler",12,83269
498,"Chameleon (   2005)",Tenos,2006,"OldSchool Action",14,13433
499,"Champion of the Raj",Rageeye,2095,"Technical Combat",12,90049
500,"Championship Manager 2008",Ishnri,2054,"Shooter",6,72468
501,"The Chaos Engine",Ianzius,2061,"God sim",12,86857
502,"Chaos League",Cenius,2112,"Zero Player Game",6,15905
503,"Chaos Legion",Viran,2009,"Open Action",18,77348
504,"Chaos on Deponia",Shaliris,2083,"Computer Role-Playing Game",12,35485
505,"Chaos Overlords: Strategic Gang Warfare",Tygrarana,2033,"Third-person shooter",14,77944
506,"Chaos Reborn",Runeconjuror,2072,"Real-time 2D adventure",12,58701
507,"Chaos;Child",Mavemeena,2043,"True RPG",6,71653
508,"Chaos;Head",Fordrebandis,2072,"Train simulation",12,6138
509,"Chaos: The Battle of Wizards",Gragrinn,2006,"Survival horror",21,17357
510,"Chariots of War",Yozshutaur,2075,"Economical",6,55760
511,"Chase H.Q.",Daimuro,2048,"Visual novel",18,20623
512,"Chaser: Вспомнить всё",Kazishakar,2005,"Fishing",12,13646
513,"Chasm: The Rift",Kajisida,2058,"Run and gun",6,93975
514,"Checkered Flag",Moranin,2072,"Match 3",14,18029
515,"Cheese Cat-Astrophe Starring Speedy Gonzales",Anaragda,2087,"True RPG",18,12330
516,"Chernobylite",Agagelv,2120,"Cardgame",12,46400
517,"Chess Titans",Marana,2052,"Hack & Slash",18,50397
518,"Chessmaster",Bludskin,2082,"Espionage",12,50716
519,"Chicago Syndicate",Tygrarana,2001,"Novel",14,1379
520,"Child of Eden",Balladobandis,2110,"Dance",0,92096
521,"Child of Light",Tesho,2107,"Horror",14,49257
522,"Children of Mana",Batius,2054,"Tactic PRG",12,60404
523,"Children of Morta",Doomsong,2008,"God sim",12,80779
524,"Chinese Chess",Cordann,2007,"Side-scroller",12,37206
525,"Chip ’n Dale Rescue Rangers",Nikorisar,2007,"CRPG",6,7811
526,"Chip ’n Dale Rescue Rangers 2",Viran,2018,"Open world",21,44892
527,"Chivalry: Medieval Warfare",Tagore,2071,"MMORPG",14,83341
528,"Chocobo Racing",Ianlune,2095,"Logic",18,62979
529,"Choplifter",Kathrimand,2106,"Zero Player Game",6,88139
530,"Chrome  ",Windwood,2090,"Family",21,77793
531,"Chrome SpecForce",Yorr,2110,"Self improvment games",12,3212
532,"Chromium B.S.U.",Doomstone,2013,"Action",18,95176
533,"The Chronicles of Narnia: Prince Caspian",Akikus,2042,"Dangeon Crawler",14,22781
534,"The Chronicles of Narnia: The Lion the Witch and the Wardrobe",Anaragda,2035,"Logic",21,95949
535,"The Chronicles of Narnia: The Voyage of the Dawn Treader",Kim,2085,"Hentai",0,41550
536,"The Chronicles of Riddick: Assault on Dark Athena",Moranin,2064,"Third-person shooter",0,66503
537,"The Chronicles of Riddick: Escape from Butcher Bay",Saktilar,2093,"Third-person shooter",12,72697
538,"Chrono Cross",Gagas,2088,"Co-op",0,78006
539,"Chrono Resurrection",Windwood,2062,"MMORPG",18,43627
540,"Chrono Trigger",Malolak,2048,"Choices",14,90848
541,"Chrono Trigger: Crimson Echoes",Brazil,2080,"Cardgame",21,45233
542,"Chronomaster",Doomsong,2017,"Statistical sport",12,95744
543,"Chuchel",Ballasida,2089,"Turn-based tactic",6,60645
544,"DearS",Thorne,2063,"Arcade racer",12,72075
545,"The Death and Return of Superman",Brazil,2024,"Family",0,47558
546,"Death by Degrees",Starbrand,2076,"Browser-based",0,74283
547,"Death Gate",JoJorg,2060,"Self improvment games",21,80942
548,"Death Horizon",Monadar,2104,"Cardgame",21,78255
549,"Death Horizon: Reloaded",Kelenin,2069,"MicroControl",18,23979
550,"Death Race (видео   1976)",Tabei,2040,"Programming game",14,8045
551,"Death Rally",Meztidal,2092,"Danmaku",0,99612
552,"Death Stranding",Whispermane,2051,"Free to play",18,19461
553,"Death Track: Возрождение",Drelarus,2090,"Racing",14,90726
554,"DeathKeep",Ianzius,2028,"Hack & Slash",14,76615
555,"Deathtrack",Perdred,2083,"Medetative",12,11427
556,"Deathtrap",Burilore,2095,"Role-playing",18,37786
557,"Decisive Battles.",Dalanara,2001,"Multi User Dungeon",0,98667
558,"Decisive Battles of World War II: Across the Dnepr",Conjurn,2017,"Virtual pet",21,36663
559,"Decisive Battles of World War II: Ardennes Offensive",Dianadar,2020,"Family",18,20922
560,"Decisive Battles of World War II: Battles in Italy",Yggrin,2018,"Role-playing",18,49410
561,"Decisive Battles of World War II: Battles in Normandy",Perilbine,2050,"Interactive fiction",12,91323
562,"Decisive Battles of World War II: Korsun Pocket",Thorgalv,2040,"Arcade",21,5943
563,"Deck of Ashes",Miralune,2119,"RTS",12,42939
564,"Deep Down",Doomstaff,2005,"Dating Sim",14,57335
565,"Deep Duck Trouble Starring Donald Duck",Doomstaff,2033,"Crawler",21,15447
566,"Deep Strike",Nikorisar,2105,"Artipicial Life game",6,23426
567,"Deep Under the Sky",Burilore,2022,"Vehicle simulation",21,29580
568,"DEFCON  ",Cordann,2064,"Strategy RPG",12,70566
569,"Defender  ",Perdred,2030,"Pinball",12,91838
570,"Defender 2000",Basius,2021,"Maze",0,57091
571,"Defender of the Crown",Malolak,2095,"Espionage",21,79803
572,"Deflektor",Viran,2094,"Non-linear",0,27391
573,"Deformers",Muni,2078,"Technical Combat",21,21254
574,"DeFRaG",Felhardana,2117,"Interactive fiction",21,66655
575,"Déjà Vu  ",Nilalanim,2093,"Simulation racer",0,26987
576,"Delta ",Gagas,2055,"Horror",0,86964
577,"Delta Force  ",Dawnwing,2101,"God sim",21,51021
578,"Delta Force 2",Nalmelas,2003,"City-building",0,17799
579,"Delta Force Mobile",Shalirn,2083,"Casual game",14,91726
580,"Delta Force: Black Hawk Down",Lairdana,2091,"Life Sim",21,41140
581,"Delta Force: Black Hawk Down – Team Sabre",Doomstaff,2055,"Hidden object",21,55620
582,"Delta Force: Land Warrior",Kazahn,2018,"Fighting",21,68747
583,"Delta Force: Task Force Dagger",JoJorg,2047,"Movie-based game",6,68254
584,"Delta Force: Urban Warfare",Melar,2000,"Driving",6,53312
585,"Delta Force: Xtreme",Nilalanim,2067,"Mass action",12,64151
586,"Delta Force: Xtreme 2",Moogur,2056,"Construction",0,77963
587,"Deltarune",Yggrius,2114,"CRPG",18,25913
588,"Dementium II",Tabei,2073,"MMOFPS",18,41398
589,"Dementium: The Ward",Joron,2063,"Vehicular combat",21,16990
590,"Demigod  ",Arcaneworm,2064,"Competitive",18,11207
591,"Democracy 3",Windwood,2063,"Battle Racing",6,70889
592,"Demolition Champions",Voodoolkis,2077,"Sport",0,20835
593,"Demolition Derby",Moranin,2006,"Board game",6,46323
594,"Demolition Derby & Figure 8 Race",Thorne,2041,"MMORTS",21,69729
595,"Demolition Man  ",Kajisida,2095,"Multi User Dungeon",14,55427
596,"Demolition Racer",Moranin,2067,"Adventure",12,46552
597,"Demon City Shinjuku",Gragrinn,2037,"Sandbox",14,22238
598,"Demon Slayer",Doomsong,2056,"Simulation sport",21,15680
599,"Demon’s Crest",Mezirn,2108,"Survival",6,85427
600,"Demon’s Souls",Kathrimand,2073,"RTT",21,4716
601,"Demonstar",Viran,2023,"Open RPG",18,85183
602,"Densha de Go!",Adoghma,2054,"DeathMatch",6,21039
603,"Deponia",Miralune,2078,"Survival horror",6,1104
604,"Déraciné",Doomsong,2106,"Management simulation",12,30850
605,"Descent  ",Perilbine,2057,"Slasher",18,45908
606,"Descent: FreeSpace",Perdred,2104,"Racing",14,20276
607,"Desert Combat",Beazetus,2064,"Zero Player Game",18,34701
608,"Desert Demolition",Migar,2053,"Arcade sport",14,84520
609,"Desert Diner",Mazulmaran,2036,"RTS",0,37567
610,"Desert Golfing",Mudi,2048,"Real-time strategy",0,24509
611,"Desert Strike: Return to the Gulf",Miralune,2116,"Novel",0,19491
612,"Désiré  ",Mera,2091,"Side-scroller",12,48058
613,"Desperados 2: Cooper’s Revenge",Doomsong,2113,"Side-scroller",14,96233
614,"Desperados III",Windwood,2105,"Spy",18,88171
615,"Desperados: Wanted Dead or Alive",Ianzius,2023,"Massive multiplayer online game",12,23565
616,"Desperate Housewives: The Game",Agardana,2044,"Top Down Shooter",0,47579
617,"Destiny  ",Melar,2032,"Shoot'em up",0,956
618,"Destiny 2",Nikorr,2047,"Spy",14,20633
619,"Destruction Derby",Tabei,2106,"Platformer 3D",12,71838
620,"Detention",Dalanara,2086,"Platformer 2D",12,33931
621,"Detroit: Become Human",Malolak,2119,"Browser-based",0,88590
622,"Deus Ex",Doomterror,2077,"Movie-based game",6,10964
623,"Deus Ex GO",Kazrakree,2100,"Top Down Shooter",12,10532
624,"Deus Ex Machina (компьютерная   )",Morlumand,2056,"Platformer 3D",21,49130
625,"Deus Ex: Human Revolution",Goltishicage,2095,"RTT",21,27181
626,"Deus Ex: Invisible War",Buridred,2074,"Party game",0,31645
627,"Deus Ex: Mankind Divided",Sinfire,2012,"Browser RPG",6,29699
628,"Deus Ex: The Fall",Zolosho,2083,"Run and gun",21,10372
629,"Devastation",Meztikinos,2091,"Zen",18,32240
630,"Devil May Cry",Ishnri,2057,"Bullet Hell",14,72062
631,"Devil May Cry 2",Opiril,2066,"Management simulation",18,49336
632,"Devil May Cry 3: Dante’s Awakening",Morin,2038,"Hidden object",6,44594
633,"Devil May Cry 4",Viran,2018,"Match 3",18,70075
634,"Devil May Cry 5",Stoneray,2001,"Browser RPG",6,59439
635,"Devil’s Crush",Burilore,2063,"Quest",6,78515
636,"Devil’s Third Online",Granilanim,2065,"Puzzle",21,28220
637,"Devotion  ",Tojagal,2115,"Technical Combat",18,54786
638,"Diablo  ",Doomstone,2050,"True RPG",18,96510
639,"Diablo II",Spellterror,2090,"Danmaku",21,37913
640,"Diablo II: Lord of Destruction",Runesmith,2009,"Grand strategy wargame",0,916
641,"Diablo III",Gagas,2018,"Tactic PRG",0,94950
642,"Diablo III: Reaper of Souls",Balladomeena,2020,"Text adventure",0,15833
643,"Diablo III: Rise of the Necromancer",Nilalanim,2024,"MMORPG",6,22613
644,"Diablo IV",Dagdador,2009,"MicroControl",18,83086
645,"Diablo: Hellfire",Marindis,2110,"Sport",0,47180
646,"Diabolik Lovers",Kajisida,2025,"Turn-based strategy",6,38061
647,"Diaries of a Spaceport Janitor",Lightfire,2058,"Casual game",6,95266
648,"Dick Tracy (   Realtime Associates)",Shalilmeena,2077,"God sim",0,10064
649,"Dick Tracy (   Sega)",Melar,2052,"Survival horror",14,4701
650,"Dick Tracy (   Titus Interactive)",Mazuzragore,2098,"Runner",21,38084
651,"Dictator (компьютерная   )",Nikoshura,2060,"Real-time tactic",18,34746
652,"Diddy Kong Racing",Anaragda,2088,"Side-scroller",14,53005
653,"Die by the Sword",Arcanecaster,2042,"Espionage",21,4182
654,"Die Hard Arcade",Fordrebandis,2088,"RTT",0,32142
655,"Die Hard Trilogy",Stonecrusher,2110,"Acrcade",0,98668
656,"Die Hard: Nakatomi Plaza",Anayarus,2071,"Economical",0,77918
657,"Dies irae  ",Yggrius,2058,"FPS",6,6982
658,"Dig Dug",Starfire,2046,"Global Strategy",12,47881
659,"The Dig",Nilargas,2079,"MMORPG",0,92348
660,"Digger",Thorne,2111,"Third-person action",21,624
661,"Digimon Adventure",Kelenin,2074,"Real-time strategy",12,40283
662,"Digital Combat Simulator",Kajisida,2063,"Intellectual game",12,76535
663,"Digital Devil Story: Megami Tensei",Gataxe,2090,"Economical",6,18514
664,"Digital: A Love Story",Ishnginn,2042,"Zero Player Game",18,17677
665,"Diluvion",Kazrakree,2090,"Top Down Shooter",0,76769
666,"Dino Crisis  ",Starfire,2049,"Light gun",21,27959
667,"Dino Crisis 2",Nazel,2011,"Simulator",21,46793
668,"Dino Crisis 3",Sinfire,2025,"Browser RPG",12,87468
669,"Dino Stalker",Snowseeker,2114,"Spy",21,80776
670,"Dinosaur World",Kazishakar,2031,"Maze",6,15023
671,"Dirge of Cerberus: Final Fantasy VII",Kim,2076,"RTS",6,39540
672,"DiRT 3",Kazahn,2058,"Novel",18,42276
673,"DiRT 4",Doomstone,2100,"Top Down Shooter",18,22148
674,"Dirt 5",Redmane,2088,"Runner",0,6070
675,"DiRT Rally",Gardalabar,2100,"Classic Quest",21,5066
676,"DiRT: Showdown",Ballasida,2001,"Trivia game",0,15054
677,"Dirty Bomb  ",Ironmaster,2010,"Free to play",12,76576
678,"Disciples II: Dark Prophecy",Yozshutaur,2047,"Extreme sport",6,69144
679,"Disciples II: Gallean’s Return",Opilen,2032,"Bullet Hell",12,98479
680,"Disciples II: Rise of the Elves",Starbrand,2072,"Artipicial Life game",12,39814
681,"Disciples III: Renaissance",Runeconjuror,2114,"CRPG",6,17682
682,"Disciples: Sacred Lands",Stonecrusher,2032,"Maze",0,26343
683,"Discipline: Record of a Crusade",Ygglanim,2037,"CRPG",21,83570
684,"Disco Elysium",Conjurn,2026,"Hack & Slash",0,49008
685,"Discworld  ",Thorgalv,2110,"Flight simulation",12,90163
686,"Discworld II",Voodoolkis,2026,"Choices",18,83450
687,"Disgaea 2: Cursed Memories",Runesmith,2033,"JRPG",12,8734
688,"Disgaea: Hour of Darkness",Mazuzragore,2047,"Survival horror",21,43336
689,"Dishonored",Nuarne,2064,"Interactive Movie",0,61881
690,"Dishonored 2",Ygglanim,2043,"Multi User Dungeon",18,62956
691,"Dishonored: Death of the Outsider",Opilen,2093,"Artipicial Life game",21,5546
692,"Disney Infinity",Kaktilar,2105,"Manager",14,43771
693,"Disney Universe",Snowseeker,2107,"Zero Player Game",14,65055
694,"Disney’s Action Game Featuring Hercules",Ishnri,2047,"Zen",6,89469
695,"Disney’s Aladdin (Capcom)",Adonius,2015,"Economical",21,44535
696,"Disney’s Aladdin (Virgin Interactive)",Starfire,2031,"Browser RPG",18,94651
697,"Disney’s Aladdin in Nasira’s Revenge",Mera,2105,"Rail shooter",14,24250
698,"Disney’s The Little Mermaid",Malaswyn,2040,"Gamble",14,18732
699,"Disney’s The Little Mermaid II",Saktilar,2069,"Art game",18,86360
700,"Disruptor",Matus,2079,"Driving",6,51323
701,"Dissidia 012 Final Fantasy",Ironbreaker,2007,"CRPG",0,20533
702,"Dissidia Final Fantasy",Gavinrathis,2117,"Browser RPG",0,70725
703,"Ecco: The Tides of Time",Zolotaxe,2083,"Test",21,54865
704,"Echo Night",Goltishicage,2118,"Death Racing",18,97850
705,"Eco Fighters",Mezirn,2017,"Simulation sport",0,14828
706,"EcoQuest: The Search for Cetus",Tabei,2074,"Puzzle",21,33596
707,"Ecstatica",Aukus,2054,"Driving",18,70627
708,"Ecstatica II",Anayarus,2102,"Manager",6,24823
709,"Edge  ",Axehunter,2088,"Sport",0,18135
710,"Edna & Harvey: Harvey’s New Eyes",Kerne,2108,"Simulator",18,88739
711,"Edna & Harvey: The Breakout",Marana,2024,"Danmaku",12,32398
712,"Eets",Opiril,2076,"Flight simulation",21,44231
713,"Ef: A Fairy Tale of the Two",Fegor,2073,"Visual novel",14,71282
714,"Ehrgeiz",Balladomeena,2028,"Death Racing",0,77162
715,"Einhänder",Nikoshura,2056,"Flight simulation",12,55057
716,"Eisenbahn.exe Professional",Blackhunter,2100,"Simulation sport",12,47671
717,"El Matador",Nuarne,2106,"Board game",18,44270
718,"Elasto Mania",Dagdador,2069,"Arcade racer",21,85036
719,"Elden Ring",Anamath,2114,"Zen",18,99399
720,"The Elder Scrolls Adventures: Redguard",Mazuzragore,2073,"Maze",14,3589
721,"The Elder Scrolls II: Daggerfall",Malalas,2091,"Technical Combat",0,74041
722,"The Elder Scrolls III: Morrowind",Granilanim,2085,"Rhythm game",18,74893
723,"The Elder Scrolls III: Bloodmoon",Redmane,2024,"Spy",21,12918
724,"The Elder Scrolls III: Tribunal",Tagore,2045,"Light gun",18,82662
725,"The Elder Scrolls IV: Knights of the Nine",Moranin,2070,"Spy",18,61628
726,"The Elder Scrolls IV: Oblivion",Mavemeena,2063,"Social simulation game",12,99118
727,"The Elder Scrolls IV: Oblivion Mobile",Whiteseeker,2019,"CRPG",12,72059
728,"The Elder Scrolls IV: Shivering Isles",Gagas,2026,"Metroidvania",21,84797
729,"Electro Man",Andromagar,2061,"Simulator",6,82847
730,"Elemental Master",Kazahn,2046,"TD",21,35883
731,"Elemental: War of Magic",Morluron,2060,"Survival horror",21,13816
732,"FIFA 12",Kathrimand,2080,"God sim",18,11542
733,"FIFA 13",Ygglanim,2087,"God sim",18,39046
734,"FIFA 14",Cenius,2023,"Flight simulation",6,25301
735,"FIFA 15",Kerad,2043,"Driving",0,47519
736,"FIFA 16",Kikree,2038,"Clicker",21,9682
737,"FIFA 17",Brazil,2004,"Strategy RPG",12,30231
738,"Fighting Force",Runefire,2102,"MOBA",6,73654
739,"Fighting Masters",Zolotaxe,2046,"Puzzle",14,6984
740,"Fighting Vipers",Balladobandis,2011,"Construction",14,23206
741,"Fighting Vipers 2",Doomstaff,2087,"Tower Defense",12,71739
742,"Filler",Ballath,2041,"Turn-based strategy",14,32902
743,"Final Approach",Shalirn,2087,"Tactic",12,47701
744,"Final Doom",Andromagar,2046,"Life Sim",6,95841
745,"",Moogur,2055,"Sim Strategy",14,53992
746,"Flappy Bird",Kerne,2098,"Stealth-Action",18,85163
747,"Flashback",Mikasar,2017,"Rail shooter",14,97633
748,"FlatOut",Akikus,2081,"Battle Racing",0,55688
749,"FlatOut (Wii)",Opiril,2025,"TBS",18,69525
750,"FlatOut 2",Whispermane,2040,"Multi User Dungeon",21,16616
751,"FlatOut 3: Chaos & Destruction",Chillwind,2028,"Simulator",18,58231
752,"FlatOut 4: Total Insanity",Bo,2080,"Real-time strategy",12,84513
753,"FlatOut Racing",Celmeena,2065,"Dangeon Crawler",21,51943
754,"Game Dev Tycoon",Doomstone,2119,"Fighting",14,17702
755,"Game of Thrones (   2012)",Ironmaster,2111,"Music game",14,62127
756,"Game of Thrones (   2014)",Gataxe,2019,"Run and gun",18,55866
757,"A Game of Thrones: Genesis",Whispermane,2099,"Extreme sport",6,11611
758,"Game Room",Mnege,2094,"Family",6,38088
759,"Ganba Bouken Tachi",Nalmelas,2096,"Light gun",6,60738
760,"Gang Beasts",Malajurus,2049,"Rhythm game",14,89139
761,"Gang Garrison 2",Anamath,2013,"Singlplayer",18,55723
762,"GanjaWars",Gavinrathis,2089,"Music game",12,74394
763,"Gardenscapes",Nikorr,2083,"Massive multiplayer online game",12,24081
764,"Garena Free Fire",Ianzius,2109,"Turn-based strategy",12,74339
765,"Garfield (   2004)",Tuhn,2032,"Artipicial Life game",14,53882
766,"Garfield: Caught in the Act",Steelfury,2112,"Side-scroling shooter",14,20193
767,"Gargoyles",Burilore,2054,"Hack & Slash",0,26267
768,"Garry’s Mod",Whispermane,2093,"Hero",14,71439
769,"Gasketball",Gardalabar,2076,"Real-time tactic",18,59748
770,"Gates of Troy",Rageeye,2049,"Shoot'em up",21,93234
771,"Goofy’s Hysterical History Tour",Goltishicage,2015,"Fishing",0,55324
772,"Gore: Ultimate Soldier",Corius,2022,"Turn-based tactic",0,99577
773,"Gorf",JoJorg,2039,"Economical",14,30007
774,"Gorky 17",Dorizel,2046,"Non-linear",12,96389
775,"Gorky Zero: Beyond Honor",Nuadarius,2023,"Danmaku",6,33624
776,"Gorogoa",Ghobor,2093,"Construction",14,16020
777,"Green Green",Agagelv,2075,"Social simulation game",12,20598
778,"Green Lantern: Rise of the Manhunters",Tygrarana,2046,"FPS",18,10798
779,"Gremlins Inc.",Daginn,2104,"Crawler",18,8787
780,"Grey Goo",Snowworker,2087,"RTS",21,62370
781,"GRID 2",Perilbine,2039,"Eroge",6,70957
782,"GRID Autosport",Magewarden,2025,"Business",12,47336
783,"Grim Dawn",Redmane,2056,"Simulation racer",14,4707
784,"Grim Fandango",JoJorg,2003,"Combat",18,68595
785,"Grimlands",Sinfire,2115,"God sim",14,49337
786,"Gris  ",Dagdawield,2091,"Open-ended simulation",12,3073
787,"Ground Control",Redmane,2019,"City-building",0,3091
788,"Ground Control II: Operation Exodus",Dalanara,2059,"First-Person",18,89724
789,"Grow Home",Morlumand,2012,"Virtual pet",0,12737
790,"GTFO  ",Kerne,2065,"Action-RPG",21,84915
791,"Guacamelee!",Nuadarius,2010,"Visual novel",0,7268
